6.29056e+10, 6, 10, 28, 3041.12, 16, 1
6.23492e+10, 6, 10, 28, 3041.12, 16, 1
6.26592e+10, 6, 10, 28, 3041.12, 16, 1
6.26544e+10, 6, 10, 28, 3041.12, 16, 1
6.26678e+10, 6, 10, 28, 3041.12, 16, 1
6.26616e+10, 6, 10, 28, 3041.12, 16, 1
6.26615e+10, 6, 10, 28, 3041.12, 16, 1
6.26742e+10, 6, 10, 28, 3041.12, 16, 1
6.26636e+10, 6, 10, 28, 3041.12, 16, 1
6.26537e+10, 6, 10, 28, 3041.12, 16, 1
6.26626e+10, 6, 10, 28, 3041.12, 16, 1
6.26591e+10, 6, 10, 28, 3041.12, 16, 1
6.26587e+10, 6, 10, 28, 3041.12, 16, 1
6.26497e+10, 6, 10, 28, 3041.12, 16, 1
6.26497e+10, 6, 10, 28, 3041.12, 16, 1
6.26513e+10, 6, 10, 28, 3041.12, 16, 1
6.26536e+10, 6, 10, 28, 3041.12, 16, 1
6.26553e+10, 6, 10, 28, 3041.12, 16, 1
6.26541e+10, 6, 10, 28, 3041.12, 16, 1
6.2653e+10, 6, 10, 28, 3041.12, 16, 1
6.2657e+10, 6, 10, 28, 3041.12, 16, 1
6.2651e+10, 6, 10, 28, 3041.12, 16, 1
6.26506e+10, 6, 10, 28, 3041.12, 16, 1
6.26558e+10, 6, 10, 28, 3041.12, 16, 1
6.26512e+10, 6, 10, 28, 3041.12, 16, 1
6.26541e+10, 6, 10, 28, 3041.12, 16, 1
6.26623e+10, 6, 10, 28, 3041.12, 16, 1
6.26533e+10, 6, 10, 28, 3041.12, 16, 1
6.2653e+10, 6, 10, 28, 3041.12, 16, 1
6.26555e+10, 6, 10, 28, 3041.12, 16, 1
3.78677e+07, 5, 7, 20, 2177.05, 12, 1
3.78686e+07, 5, 7, 20, 2177.05, 12, 1
3.79477e+07, 5, 7, 20, 2177.05, 12, 1
3.78678e+07, 5, 7, 20, 2177.05, 12, 1
3.78663e+07, 5, 7, 20, 2177.05, 12, 1
3.78693e+07, 5, 7, 20, 2177.05, 12, 1
3.78666e+07, 5, 7, 20, 2177.05, 12, 1
3.78684e+07, 5, 7, 20, 2177.05, 12, 1
3.78664e+07, 5, 7, 20, 2177.05, 12, 1
3.79369e+07, 5, 7, 20, 2177.05, 12, 1
3.78663e+07, 5, 7, 20, 2177.05, 12, 1
3.78697e+07, 5, 7, 20, 2177.05, 12, 1
3.78663e+07, 5, 7, 20, 2177.05, 12, 1
3.78678e+07, 5, 7, 20, 2177.05, 12, 1
3.7866e+07, 5, 7, 20, 2177.05, 12, 1
3.78658e+07, 5, 7, 20, 2177.05, 12, 1
3.78676e+07, 5, 7, 20, 2177.05, 12, 1
3.78678e+07, 5, 7, 20, 2177.05, 12, 1
3.78689e+07, 5, 7, 20, 2177.05, 12, 1
3.78661e+07, 5, 7, 20, 2177.05, 12, 1
3.78865e+07, 5, 7, 20, 2177.05, 12, 1
3.81537e+07, 5, 7, 20, 2177.05, 12, 1
3.78677e+07, 5, 7, 20, 2177.05, 12, 1
3.78664e+07, 5, 7, 20, 2177.05, 12, 1
3.78702e+07, 5, 7, 20, 2177.05, 12, 1
3.78658e+07, 5, 7, 20, 2177.05, 12, 1
3.78678e+07, 5, 7, 20, 2177.05, 12, 1
3.7868e+07, 5, 7, 20, 2177.05, 12, 1
3.78676e+07, 5, 7, 20, 2177.05, 12, 1
3.78663e+07, 5, 7, 20, 2177.05, 12, 1
6093, 1, 4, 10, 1506.25, 5, 1
5420, 1, 4, 10, 1506.25, 5, 1
5092, 1, 4, 10, 1506.25, 5, 1
4996, 1, 4, 10, 1506.25, 5, 1
4979, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4976, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4976, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4974, 1, 4, 10, 1506.25, 5, 1
4976, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
4975, 1, 4, 10, 1506.25, 5, 1
828583, 3, 6, 15, 1391.12, 8, 1
830444, 3, 6, 15, 1391.12, 8, 1
825622, 3, 6, 15, 1391.12, 8, 1
825386, 3, 6, 15, 1391.12, 8, 1
825383, 3, 6, 15, 1391.12, 8, 1
825385, 3, 6, 15, 1391.12, 8, 1
827265, 3, 6, 15, 1391.12, 8, 1
825415, 3, 6, 15, 1391.12, 8, 1
825396, 3, 6, 15, 1391.12, 8, 1
825387, 3, 6, 15, 1391.12, 8, 1
825385, 3, 6, 15, 1391.12, 8, 1
827201, 3, 6, 15, 1391.12, 8, 1
825407, 3, 6, 15, 1391.12, 8, 1
825384, 3, 6, 15, 1391.12, 8, 1
825393, 3, 6, 15, 1391.12, 8, 1
825389, 3, 6, 15, 1391.12, 8, 1
