531680, 6, 10, 28, 3884.25, 16, 3, A
506497, 6, 10, 28, 3884.25, 16, 3, A
508071, 6, 10, 28, 3884.25, 16, 3, A
496328, 6, 10, 28, 3884.25, 16, 3, A
501178, 6, 10, 28, 3884.25, 16, 3, A
504526, 6, 10, 28, 3884.25, 16, 3, A
501452, 6, 10, 28, 3884.25, 16, 3, A
501875, 6, 10, 28, 3884.25, 16, 3, A
501467, 6, 10, 28, 3884.25, 16, 3, A
498092, 6, 10, 28, 3884.25, 16, 3, A
506284, 6, 10, 28, 3884.25, 16, 3, A
485650, 6, 10, 28, 3884.25, 16, 3, A
491295, 6, 10, 28, 3884.25, 16, 3, A
531943, 6, 10, 28, 3884.25, 16, 3, A
496330, 6, 10, 28, 3884.25, 16, 3, A
500302, 6, 10, 28, 3884.25, 16, 3, A
481701, 6, 10, 28, 3884.25, 16, 3, A
498365, 6, 10, 28, 3884.25, 16, 3, A
502224, 6, 10, 28, 3884.25, 16, 3, A
500317, 6, 10, 28, 3884.25, 16, 3, A
497012, 6, 10, 28, 3884.25, 16, 3, A
286008, 6, 10, 28, 3884.25, 16, 3, A
138747, 6, 10, 28, 3884.25, 16, 3, A
141236, 6, 10, 28, 3884.25, 16, 3, A
122855, 6, 10, 28, 3884.25, 16, 3, A
120820, 6, 10, 28, 3884.25, 16, 3, A
121842, 6, 10, 28, 3884.25, 16, 3, A
116806, 6, 10, 28, 3884.25, 16, 3, A
121476, 6, 10, 28, 3884.25, 16, 3, A
122360, 6, 10, 28, 3884.25, 16, 3, A
66064, 5, 7, 20, 2849.67, 12, 3, A
62519, 5, 7, 20, 2849.67, 12, 3, A
60931, 5, 7, 20, 2849.67, 12, 3, A
60482, 5, 7, 20, 2849.67, 12, 3, A
60467, 5, 7, 20, 2849.67, 12, 3, A
60451, 5, 7, 20, 2849.67, 12, 3, A
60473, 5, 7, 20, 2849.67, 12, 3, A
60448, 5, 7, 20, 2849.67, 12, 3, A
60482, 5, 7, 20, 2849.67, 12, 3, A
60453, 5, 7, 20, 2849.67, 12, 3, A
60470, 5, 7, 20, 2849.67, 12, 3, A
60478, 5, 7, 20, 2849.67, 12, 3, A
60470, 5, 7, 20, 2849.67, 12, 3, A
60472, 5, 7, 20, 2849.67, 12, 3, A
60479, 5, 7, 20, 2849.67, 12, 3, A
60446, 5, 7, 20, 2849.67, 12, 3, A
60470, 5, 7, 20, 2849.67, 12, 3, A
60471, 5, 7, 20, 2849.67, 12, 3, A
60481, 5, 7, 20, 2849.67, 12, 3, A
60462, 5, 7, 20, 2849.67, 12, 3, A
60479, 5, 7, 20, 2849.67, 12, 3, A
60452, 5, 7, 20, 2849.67, 12, 3, A
60463, 5, 7, 20, 2849.67, 12, 3, A
60455, 5, 7, 20, 2849.67, 12, 3, A
60469, 5, 7, 20, 2849.67, 12, 3, A
60452, 5, 7, 20, 2849.67, 12, 3, A
60669, 5, 7, 20, 2849.67, 12, 3, A
60485, 5, 7, 20, 2849.67, 12, 3, A
60492, 5, 7, 20, 2849.67, 12, 3, A
60503, 5, 7, 20, 2849.67, 12, 3, A
6307, 1, 4, 10, 1835.39, 5, 3, A
5569, 1, 4, 10, 1835.39, 5, 3, A
4813, 1, 4, 10, 1835.39, 5, 3, A
4634, 1, 4, 10, 1835.39, 5, 3, A
4613, 1, 4, 10, 1835.39, 5, 3, A
