3.45604e+08, 6, 44, 129, 7148.49, 49, 4, A, 2, 30
3.24263e+08, 6, 44, 129, 7124.77, 49, 4, A, 2, 30
3.43626e+08, 6, 44, 129, 7369.1, 49, 4, A, 2, 30
3.53517e+08, 6, 44, 129, 7332.29, 49, 4, A, 2, 30
3.43713e+08, 6, 44, 129, 7332.93, 50, 4, A, 2, 30
3.33559e+08, 6, 44, 129, 7763.46, 49, 4, A, 2, 30
3.33535e+08, 6, 44, 129, 7156.39, 49, 4, A, 2, 30
3.33958e+08, 6, 44, 129, 7580.59, 49, 4, A, 2, 30
3.52664e+08, 6, 44, 129, 7605.82, 49, 4, A, 2, 30
3.34302e+08, 6, 44, 129, 7697.16, 49, 4, A, 2, 30
3.24152e+08, 6, 44, 129, 7119.96, 49, 4, A, 2, 30
3.43595e+08, 6, 44, 129, 7368.2, 49, 4, A, 2, 30
3.43356e+08, 6, 44, 129, 6952.31, 50, 4, A, 2, 30
3.22269e+08, 6, 44, 129, 6916.47, 49, 4, A, 2, 30
3.4373e+08, 6, 44, 129, 7739.27, 49, 4, A, 2, 30
3.33065e+08, 6, 44, 129, 7393.2, 49, 4, A, 2, 30
3.43239e+08, 6, 44, 129, 7275.28, 49, 4, A, 2, 30
3.23327e+08, 6, 44, 129, 7335.69, 49, 4, A, 2, 30
3.13682e+08, 6, 44, 129, 7239.66, 50, 4, A, 2, 30
3.12501e+08, 6, 44, 129, 7300.69, 49, 4, A, 2, 30
3.33831e+08, 6, 44, 129, 7737.41, 49, 4, A, 2, 30
3.14185e+08, 6, 44, 129, 7317.42, 49, 4, A, 2, 30
3.5253e+08, 6, 44, 129, 7205.04, 49, 4, A, 2, 30
3.13469e+08, 6, 44, 129, 7848.58, 50, 4, A, 2, 30
3.24981e+08, 6, 44, 129, 7386.07, 49, 4, A, 2, 30
3.23302e+08, 6, 44, 129, 7266.62, 49, 4, A, 2, 30
3.13984e+08, 6, 44, 129, 7087.73, 50, 4, A, 2, 30
3.43375e+08, 6, 44, 129, 7608.67, 49, 4, A, 2, 30
3.33783e+08, 6, 44, 129, 7613.97, 49, 4, A, 2, 30
3.23786e+08, 6, 44, 129, 7334.77, 49, 4, A, 2, 30
1.92369e+08, 4, 26, 77, 5208.76, 30, 4, A, 2, 30
1.92822e+08, 4, 26, 77, 5061.44, 30, 4, A, 2, 30
1.86507e+08, 4, 26, 77, 4827.47, 30, 4, A, 2, 30
1.92979e+08, 4, 26, 77, 5062.73, 30, 4, A, 2, 30
2.05281e+08, 4, 26, 77, 4237.19, 30, 4, A, 2, 30
1.98259e+08, 4, 26, 77, 4925.7, 30, 4, A, 2, 30
1.8752e+08, 4, 26, 77, 4831.95, 30, 4, A, 2, 30
2.04707e+08, 4, 26, 77, 5043.63, 30, 4, A, 2, 30
1.85783e+08, 4, 26, 77, 4945.3, 30, 4, A, 2, 30
2.10432e+08, 4, 26, 77, 5086.56, 30, 4, A, 2, 30
2.04565e+08, 4, 26, 77, 4669.77, 30, 4, A, 2, 30
1.86755e+08, 4, 26, 77, 5209.08, 30, 4, A, 2, 30
2.09968e+08, 4, 26, 77, 5279.85, 30, 4, A, 2, 30
1.86396e+08, 4, 26, 77, 4902.37, 30, 4, A, 2, 30
1.80475e+08, 4, 26, 77, 5009.69, 30, 4, A, 2, 30
1.98317e+08, 4, 26, 77, 4902.24, 30, 4, A, 2, 30
1.98632e+08, 4, 26, 77, 4927.27, 30, 4, A, 2, 30
1.98538e+08, 4, 26, 77, 4785.74, 30, 4, A, 2, 30
1.98397e+08, 4, 26, 77, 4671.23, 30, 4, A, 2, 30
2.16306e+08, 4, 26, 77, 4809.21, 30, 4, A, 2, 30
1.9246e+08, 4, 26, 77, 4878.45, 30, 4, A, 2, 30
2.04109e+08, 4, 26, 77, 4510.29, 30, 4, A, 2, 30
2.04491e+08, 4, 26, 77, 5094.78, 30, 4, A, 2, 30
2.09822e+08, 4, 26, 77, 5281.02, 30, 4, A, 2, 30
1.98755e+08, 4, 26, 77, 4910.09, 30, 4, A, 2, 30
1.98757e+08, 4, 26, 77, 4843.73, 30, 4, A, 2, 30
1.92412e+08, 4, 26, 77, 4666.27, 30, 4, A, 2, 30
2.04447e+08, 4, 26, 77, 4668.56, 30, 4, A, 2, 30
1.80057e+08, 4, 26, 77, 4947.59, 30, 4, A, 2, 30
1.86881e+08, 4, 26, 77, 4925.53, 30, 4, A, 2, 30
1.51781e+08, 2, 21, 60, 4161.81, 22, 4, A, 2, 30
1.48236e+08, 2, 21, 60, 3997.9, 22, 4, A, 2, 30
1.47634e+08, 2, 21, 60, 4259.64, 22, 4, A, 2, 30
1.5589e+08, 2, 21, 60, 4007.48, 22, 4, A, 2, 30
1.39019e+08, 2, 21, 60, 4752.62, 22, 4, A, 2, 30
1.43217e+08, 2, 21, 60, 4376.47, 22, 4, A, 2, 30
1.56296e+08, 2, 21, 60, 4194.71, 22, 4, A, 2, 30
1.38737e+08, 2, 21, 60, 4284.38, 22, 4, A, 2, 30
1.52396e+08, 2, 21, 60, 4126.62, 23, 4, A, 2, 30
1.47473e+08, 2, 21, 60, 3998.03, 22, 4, A, 2, 30
1.57825e+08, 2, 21, 60, 4080.33, 22, 4, A, 2, 30
1.47075e+08, 2, 21, 60, 4260.32, 22, 4, A, 2, 30
1.42992e+08, 2, 21, 60, 4285.74, 22, 4, A, 2, 30
1.46814e+08, 2, 21, 60, 4075.63, 22, 4, A, 2, 30
1.44334e+08, 2, 21, 60, 4124.38, 22, 4, A, 2, 30
1.5121e+08, 2, 21, 60, 4311.42, 23, 4, A, 2, 30
1.55136e+08, 2, 21, 60, 4323.86, 22, 4, A, 2, 30
1.52499e+08, 2, 21, 60, 4248.69, 22, 4, A, 2, 30
1.6218e+08, 2, 21, 60, 4465.4, 23, 4, A, 2, 30
1.43899e+08, 2, 21, 60, 4300.18, 22, 4, A, 2, 30
1.39362e+08, 2, 21, 60, 4092.83, 22, 4, A, 2, 30
1.56102e+08, 2, 21, 60, 3968.73, 22, 4, A, 2, 30
1.33679e+08, 2, 21, 60, 4263.09, 22, 4, A, 2, 30
1.56875e+08, 2, 21, 60, 4190.58, 23, 4, A, 2, 30
1.47024e+08, 2, 21, 60, 4203.95, 22, 4, A, 2, 30
1.43488e+08, 2, 21, 60, 4207.81, 22, 4, A, 2, 30
1.43971e+08, 2, 21, 60, 4045.57, 22, 4, A, 2, 30
1.51992e+08, 2, 21, 60, 4229.05, 22, 4, A, 2, 30
1.56966e+08, 2, 21, 60, 4592.37, 22, 4, A, 2, 30
1.52241e+08, 2, 21, 60, 4459.07, 22, 4, A, 2, 30
4.06316e+08, 6, 58, 172, 8251.8, 64, 4, A, 2, 30
4.19294e+08, 6, 58, 172, 8810.72, 64, 4, A, 2, 30
4.05307e+08, 6, 58, 172, 8418.62, 64, 4, A, 2, 30
4.46583e+08, 6, 58, 172, 8740.25, 64, 4, A, 2, 30
4.07741e+08, 6, 58, 172, 8284.62, 64, 4, A, 2, 30
4.21282e+08, 6, 58, 172, 8846.81, 64, 4, A, 2, 30
4.83511e+08, 6, 58, 172, 9048.3, 64, 4, A, 2, 30
4.45209e+08, 6, 58, 172, 8380.33, 64, 4, A, 2, 30
3.93453e+08, 6, 58, 172, 8724.46, 64, 4, A, 2, 30
4.21127e+08, 6, 58, 172, 8942.6, 64, 4, A, 2, 30
4.19117e+08, 6, 58, 172, 8445.47, 64, 4, A, 2, 30
4.71677e+08, 6, 58, 172, 8082.48, 64, 4, A, 2, 30
4.08378e+08, 6, 58, 172, 8758.81, 64, 4, A, 2, 30
3.93226e+08, 6, 58, 172, 8657.8, 64, 4, A, 2, 30
4.45787e+08, 6, 58, 172, 8308.41, 64, 4, A, 2, 30
4.72332e+08, 6, 58, 172, 8816.7, 64, 4, A, 2, 30
4.16306e+08, 6, 58, 172, 8103.19, 64, 4, A, 2, 30
4.44329e+08, 6, 58, 172, 8804.91, 64, 4, A, 2, 30
4.71684e+08, 6, 58, 172, 8864.56, 64, 4, A, 2, 30
4.18687e+08, 6, 58, 172, 8846.59, 64, 4, A, 2, 30
4.58615e+08, 6, 58, 172, 8609.7, 64, 4, A, 2, 30
4.20885e+08, 6, 58, 172, 8429.51, 64, 4, A, 2, 30
4.33467e+08, 6, 58, 172, 8587.46, 64, 4, A, 2, 30
4.21526e+08, 6, 58, 172, 8478.45, 64, 4, A, 2, 30
4.06638e+08, 6, 58, 172, 7640.09, 64, 4, A, 2, 30
4.0773e+08, 6, 58, 172, 8519.25, 64, 4, A, 2, 30
4.57384e+08, 6, 58, 172, 8589.82, 64, 4, A, 2, 30
4.59583e+08, 6, 58, 172, 8513.7, 64, 4, A, 2, 30
4.30672e+08, 6, 58, 172, 8674.22, 64, 4, A, 2, 30
4.45842e+08, 6, 58, 172, 8174.92, 64, 4, A, 2, 30
2.00787e+08, 2, 29, 84, 5568.75, 31, 4, A, 2, 30
1.89693e+08, 2, 29, 84, 5049.96, 30, 4, A, 2, 30
1.94221e+08, 2, 29, 84, 5695.57, 30, 4, A, 2, 30
2.01328e+08, 2, 29, 84, 5310.78, 30, 4, A, 2, 30
1.89502e+08, 2, 29, 84, 5712.48, 30, 4, A, 2, 30
1.89008e+08, 2, 29, 84, 5665.23, 31, 4, A, 2, 30
2.00323e+08, 2, 29, 84, 5192.03, 30, 4, A, 2, 30
2.19897e+08, 2, 29, 84, 5434.74, 30, 4, A, 2, 30
2.0171e+08, 2, 29, 84, 5816.71, 31, 4, A, 2, 30
2.0131e+08, 2, 29, 84, 4818.87, 30, 4, A, 2, 30
2.01215e+08, 2, 29, 84, 5429.59, 30, 4, A, 2, 30
1.88925e+08, 2, 29, 84, 5472.05, 30, 4, A, 2, 30
2.1887e+08, 2, 29, 84, 5191.66, 30, 4, A, 2, 30
1.92938e+08, 2, 29, 84, 4835.13, 30, 4, A, 2, 30
2.06265e+08, 2, 29, 84, 5145.82, 30, 4, A, 2, 30
1.89798e+08, 2, 29, 84, 5481.27, 31, 4, A, 2, 30
2.06994e+08, 2, 29, 84, 5614.72, 30, 4, A, 2, 30
2.20446e+08, 2, 29, 84, 5072.75, 30, 4, A, 2, 30
2.00563e+08, 2, 29, 84, 5308.74, 30, 4, A, 2, 30
2.1235e+08, 2, 29, 84, 5091.82, 30, 4, A, 2, 30
1.94478e+08, 2, 29, 84, 5589.58, 30, 4, A, 2, 30
2.01416e+08, 2, 29, 84, 5019.02, 30, 4, A, 2, 30
1.8248e+08, 2, 29, 84, 5630.99, 30, 4, A, 2, 30
2.00674e+08, 2, 29, 84, 5862.23, 30, 4, A, 2, 30
1.94977e+08, 2, 29, 84, 5175.03, 30, 4, A, 2, 30
2.00323e+08, 2, 29, 84, 5240.76, 30, 4, A, 2, 30
2.01201e+08, 2, 29, 84, 5297.31, 30, 4, A, 2, 30
1.89264e+08, 2, 29, 84, 5531.33, 30, 4, A, 2, 30
2.06875e+08, 2, 29, 84, 5448.48, 30, 4, A, 2, 30
2.1322e+08, 2, 29, 84, 5072.8, 30, 4, A, 2, 30
6.11305e+08, 10, 68, 202, 10105.5, 78, 4, A, 2, 30
6.58991e+08, 10, 68, 202, 10071, 78, 4, A, 2, 30
5.63491e+08, 10, 68, 202, 9800.67, 78, 4, A, 2, 30
6.39223e+08, 10, 68, 202, 9936.34, 78, 4, A, 2, 30
6.1606e+08, 10, 68, 202, 10250.2, 78, 4, A, 2, 30
6.21937e+08, 10, 68, 202, 10183.5, 78, 4, A, 2, 30
5.95363e+08, 10, 68, 202, 10030.8, 78, 4, A, 2, 30
5.60842e+08, 10, 68, 202, 9953.44, 78, 4, A, 2, 30
6.38537e+08, 10, 68, 202, 9347.5, 78, 4, A, 2, 30
5.97282e+08, 10, 68, 202, 10253.3, 78, 4, A, 2, 30
6.71289e+08, 10, 68, 202, 10136.7, 78, 4, A, 2, 30
6.34935e+08, 10, 68, 202, 9998.31, 78, 4, A, 2, 30
5.40308e+08, 10, 68, 202, 10071.4, 78, 4, A, 2, 30
5.62079e+08, 10, 68, 202, 10418.5, 78, 4, A, 2, 30
5.86869e+08, 10, 68, 202, 10220.6, 78, 4, A, 2, 30
6.16576e+08, 10, 68, 202, 10523.9, 78, 4, A, 2, 30
6.17311e+08, 10, 68, 202, 10009.6, 78, 4, A, 2, 30
