6.49023e+06, 6, 44, 129, 5947.86, 49, 3, A
2.66559e+06, 6, 44, 129, 5947.86, 49, 3, A
2.61332e+06, 6, 44, 129, 5947.86, 49, 3, A
2.70565e+06, 6, 44, 129, 5947.86, 49, 3, A
2.58282e+06, 6, 44, 129, 5947.86, 49, 3, A
2.54345e+06, 6, 44, 129, 5947.86, 49, 3, A
2.60923e+06, 6, 44, 129, 5947.86, 49, 3, A
2.54304e+06, 6, 44, 129, 5947.86, 49, 3, A
2.65005e+06, 6, 44, 129, 5947.86, 49, 3, A
2.61657e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52771e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53084e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53049e+06, 6, 44, 129, 5947.86, 49, 3, A
2.5277e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53427e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53024e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52766e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53006e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53384e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52771e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53009e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52769e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53004e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53378e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52771e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53018e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53011e+06, 6, 44, 129, 5947.86, 49, 3, A
2.52771e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53386e+06, 6, 44, 129, 5947.86, 49, 3, A
2.53023e+06, 6, 44, 129, 5947.86, 49, 3, A
467240, 4, 26, 77, 4462.62, 30, 3, A
462067, 4, 26, 77, 4462.62, 30, 3, A
459961, 4, 26, 77, 4462.62, 30, 3, A
462595, 4, 26, 77, 4462.62, 30, 3, A
461878, 4, 26, 77, 4462.62, 30, 3, A
460572, 4, 26, 77, 4462.62, 30, 3, A
460333, 4, 26, 77, 4462.62, 30, 3, A
460858, 4, 26, 77, 4462.62, 30, 3, A
462768, 4, 26, 77, 4462.62, 30, 3, A
460386, 4, 26, 77, 4462.62, 30, 3, A
460792, 4, 26, 77, 4462.62, 30, 3, A
460131, 4, 26, 77, 4462.62, 30, 3, A
459941, 4, 26, 77, 4462.62, 30, 3, A
460735, 4, 26, 77, 4462.62, 30, 3, A
460120, 4, 26, 77, 4462.62, 30, 3, A
459971, 4, 26, 77, 4462.62, 30, 3, A
465902, 4, 26, 77, 4462.62, 30, 3, A
460531, 4, 26, 77, 4462.62, 30, 3, A
459950, 4, 26, 77, 4462.62, 30, 3, A
460741, 4, 26, 77, 4462.62, 30, 3, A
507443, 4, 26, 77, 4462.62, 30, 3, A
542850, 4, 26, 77, 4462.62, 30, 3, A
543865, 4, 26, 77, 4462.62, 30, 3, A
470198, 4, 26, 77, 4462.62, 30, 3, A
459968, 4, 26, 77, 4462.62, 30, 3, A
463342, 4, 26, 77, 4462.62, 30, 3, A
460435, 4, 26, 77, 4462.62, 30, 3, A
459976, 4, 26, 77, 4462.62, 30, 3, A
460766, 4, 26, 77, 4462.62, 30, 3, A
460120, 4, 26, 77, 4462.62, 30, 3, A
