11250, 5, 1, 100, -1, -1
9526, 5, 1, 100, -1, -1
8302, 5, 1, 100, -1, -1
8149, 5, 1, 100, -1, -1
7969, 5, 1, 100, -1, -1
7628, 5, 1, 100, -1, -1
7906, 5, 1, 100, -1, -1
7812, 5, 1, 100, -1, -1
7998, 5, 1, 100, -1, -1
7812, 5, 1, 100, -1, -1
7975, 5, 1, 100, -1, -1
7691, 5, 1, 100, -1, -1
7941, 5, 1, 100, -1, -1
7681, 5, 1, 100, -1, -1
7868, 5, 1, 100, -1, -1
7668, 5, 1, 100, -1, -1
7838, 5, 1, 100, -1, -1
7922, 5, 1, 100, -1, -1
7981, 5, 1, 100, -1, -1
7754, 5, 1, 100, -1, -1
7919, 5, 1, 100, -1, -1
7791, 5, 1, 100, -1, -1
7999, 5, 1, 100, -1, -1
7865, 5, 1, 100, -1, -1
7975, 5, 1, 100, -1, -1
7705, 5, 1, 100, -1, -1
8045, 5, 1, 100, -1, -1
7681, 5, 1, 100, -1, -1
8015, 5, 1, 100, -1, -1
7624, 5, 1, 100, -1, -1
20160, 5, 2, 100, -1, -1
19185, 5, 2, 100, -1, -1
17651, 5, 2, 100, -1, -1
16598, 5, 2, 100, -1, -1
16498, 5, 2, 100, -1, -1
16277, 5, 2, 100, -1, -1
16074, 5, 2, 100, -1, -1
16214, 5, 2, 100, -1, -1
16194, 5, 2, 100, -1, -1
16013, 5, 2, 100, -1, -1
16425, 5, 2, 100, -1, -1
15913, 5, 2, 100, -1, -1
15854, 5, 2, 100, -1, -1
16010, 5, 2, 100, -1, -1
15840, 5, 2, 100, -1, -1
16365, 5, 2, 100, -1, -1
16097, 5, 2, 100, -1, -1
15399, 5, 2, 100, -1, -1
16298, 5, 2, 100, -1, -1
16067, 5, 2, 100, -1, -1
16274, 5, 2, 100, -1, -1
16422, 5, 2, 100, -1, -1
16298, 5, 2, 100, -1, -1
16177, 5, 2, 100, -1, -1
16271, 5, 2, 100, -1, -1
16174, 5, 2, 100, -1, -1
16151, 5, 2, 100, -1, -1
16097, 5, 2, 100, -1, -1
16284, 5, 2, 100, -1, -1
16120, 5, 2, 100, -1, -1
23908, 5, 3, 100, -1, -1
34704, 5, 3, 100, -1, -1
29752, 5, 3, 100, -1, -1
27296, 5, 3, 100, -1, -1
28813, 5, 3, 100, -1, -1
27798, 5, 3, 100, -1, -1
28600, 5, 3, 100, -1, -1
27874, 5, 3, 100, -1, -1
28266, 5, 3, 100, -1, -1
27647, 5, 3, 100, -1, -1
27771, 5, 3, 100, -1, -1
28122, 5, 3, 100, -1, -1
28185, 5, 3, 100, -1, -1
28095, 5, 3, 100, -1, -1
27754, 5, 3, 100, -1, -1
28235, 5, 3, 100, -1, -1
28232, 5, 3, 100, -1, -1
27794, 5, 3, 100, -1, -1
28018, 5, 3, 100, -1, -1
27758, 5, 3, 100, -1, -1
28125, 5, 3, 100, -1, -1
27941, 5, 3, 100, -1, -1
27670, 5, 3, 100, -1, -1
27871, 5, 3, 100, -1, -1
29515, 5, 3, 100, -1, -1
397696, 5, 3, 100, -1, -1
29167, 5, 3, 100, -1, -1
26515, 5, 3, 100, -1, -1
26386, 5, 3, 100, -1, -1
71036, 5, 3, 100, -1, -1
40511, 5, 4, 100, -1, -1
38074, 5, 4, 100, -1, -1
32790, 5, 4, 100, -1, -1
31207, 5, 4, 100, -1, -1
31301, 5, 4, 100, -1, -1
26192, 5, 4, 100, -1, -1
29585, 5, 4, 100, -1, -1
28205, 5, 4, 100, -1, -1
28810, 5, 4, 100, -1, -1
30182, 5, 4, 100, -1, -1
28213, 5, 4, 100, -1, -1
30050, 5, 4, 100, -1, -1
29399, 5, 4, 100, -1, -1
29489, 5, 4, 100, -1, -1
29514, 5, 4, 100, -1, -1
29216, 5, 4, 100, -1, -1
29844, 5, 4, 100, -1, -1
29107, 5, 4, 100, -1, -1
29383, 5, 4, 100, -1, -1
29227, 5, 4, 100, -1, -1
29090, 5, 4, 100, -1, -1
29202, 5, 4, 100, -1, -1
29766, 5, 4, 100, -1, -1
29703, 5, 4, 100, -1, -1
29517, 5, 4, 100, -1, -1
29468, 5, 4, 100, -1, -1
28973, 5, 4, 100, -1, -1
29173, 5, 4, 100, -1, -1
29116, 5, 4, 100, -1, -1
28921, 5, 4, 100, -1, -1
35032, 5, 5, 100, 19.799, 10
47704, 5, 5, 100, 19.799, 10
43495, 5, 5, 100, 19.799, 10
42947, 5, 5, 100, 19.799, 10
40293, 5, 5, 100, 19.799, 10
38185, 5, 5, 100, 19.799, 10
37578, 5, 5, 100, 19.799, 10
37166, 5, 5, 100, 19.799, 10
37131, 5, 5, 100, 19.799, 10
37286, 5, 5, 100, 19.799, 10
37117, 5, 5, 100, 19.799, 10
36926, 5, 5, 100, 19.799, 10
37145, 5, 5, 100, 19.799, 10
37069, 5, 5, 100, 19.799, 10
39583, 5, 5, 100, 19.799, 10
38942, 5, 5, 100, 19.799, 10
38987, 5, 5, 100, 19.799, 10
39735, 5, 5, 100, 19.799, 10
38784, 5, 5, 100, 19.799, 10
39262, 5, 5, 100, 19.799, 10
39157, 5, 5, 100, 19.799, 10
37684, 5, 5, 100, 19.799, 10
55772, 5, 5, 100, 19.799, 10
38629, 5, 5, 100, 19.799, 10
37781, 5, 5, 100, 19.799, 10
37799, 5, 5, 100, 19.799, 10
37461, 5, 5, 100, 19.799, 10
37544, 5, 5, 100, 19.799, 10
37484, 5, 5, 100, 19.799, 10
37487, 5, 5, 100, 19.799, 10
39800, 5, 6, 100, 22.6274, 11
47533, 5, 6, 100, 22.6274, 11
44500, 5, 6, 100, 22.6274, 11
43836, 5, 6, 100, 22.6274, 11
