1.2295e+09, 10421, 1
1.23458e+09, 10421, 1
1.28125e+09, 10421, 1
1.27507e+09, 10421, 1
1.27699e+09, 10421, 1
1.35655e+09, 10421, 1
1.24824e+09, 10421, 1
1.26198e+09, 10421, 1
1.2574e+09, 10421, 1
1.32486e+09, 10421, 1
1.25017e+09, 10421, 1
1.26195e+09, 10421, 1
1.25836e+09, 10421, 1
1.25348e+09, 10421, 1
1.27621e+09, 10421, 1
1.30913e+09, 10421, 1
1.30319e+09, 10421, 1
1.24294e+09, 10421, 1
1.28763e+09, 10421, 1
1.27439e+09, 10421, 1
1.24873e+09, 10421, 1
1.24765e+09, 10421, 1
1.24851e+09, 10421, 1
1.25261e+09, 10421, 1
1.25094e+09, 10421, 1
1.25976e+09, 10421, 1
1.2686e+09, 10421, 1
1.24766e+09, 10421, 1
1.25214e+09, 10421, 1
1.24977e+09, 10421, 1
1.3376e+09, 12464.2, 2
1.00677e+09, 12083.4, 2
1.12361e+09, 12511.2, 2
1.10802e+09, 12046.2, 2
1.09498e+09, 12756.5, 2
1.24198e+09, 12011.4, 2
1.25861e+09, 12142.5, 2
1.29397e+09, 11502.7, 2
1.33013e+09, 12222.1, 2
1.1217e+09, 12255.3, 2
1.3174e+09, 11955, 2
1.08745e+09, 12057, 2
1.29904e+09, 11886.4, 2
1.25561e+09, 12219.3, 2
1.16365e+09, 12290.3, 2
1.12535e+09, 12393.4, 2
1.11899e+09, 12099.3, 2
1.37874e+09, 12078.9, 2
1.11454e+09, 12471.8, 2
1.22512e+09, 11909.4, 2
1.09715e+09, 11831.2, 2
1.28828e+09, 12554.9, 2
1.165e+09, 12184.6, 2
1.23288e+09, 12151.6, 2
1.13787e+09, 12208.2, 2
1.10772e+09, 12295, 2
1.28798e+09, 12507.3, 2
1.04116e+09, 12116.9, 2
1.06596e+09, 12185.5, 2
9.28106e+08, 11801, 2
1.67321e+09, 14953.2, 3
1.62655e+09, 14321.4, 3
1.58563e+09, 14138.7, 3
1.5877e+09, 14807.3, 3
1.59923e+09, 14137.3, 3
1.66173e+09, 14262.6, 3
1.67438e+09, 15205.8, 3
1.41157e+09, 13802.7, 3
1.60263e+09, 13960, 3
1.6842e+09, 14021.7, 3
1.48725e+09, 14371.4, 3
1.53354e+09, 14581.8, 3
1.41919e+09, 14554.1, 3
1.52254e+09, 14377.5, 3
1.49482e+09, 14464.4, 3
1.60652e+09, 14636.4, 3
1.49661e+09, 14599, 3
1.39891e+09, 14763.6, 3
1.5792e+09, 13545, 3
1.61619e+09, 12686.8, 3
1.61088e+09, 14659.1, 3
1.47423e+09, 14086.2, 3
1.49205e+09, 13113.5, 3
1.45047e+09, 13939.2, 3
1.69562e+09, 14459.9, 3
1.69456e+09, 14175, 3
1.61721e+09, 14610, 3
1.52774e+09, 14283.6, 3
1.51886e+09, 14544.4, 3
1.47822e+09, 14689.1, 3
1.72922e+09, 15704.3, 4
2.02388e+09, 15902.4, 4
1.81975e+09, 14756.3, 4
1.91833e+09, 15716, 4
1.71511e+09, 17218.1, 4
1.92041e+09, 16540.6, 4
2.0436e+09, 15647.1, 4
2.03883e+09, 15964.8, 4
2.01794e+09, 16042, 4
1.92733e+09, 15956.6, 4
2.16701e+09, 16002.4, 4
2.10846e+09, 15980.7, 4
2.14915e+09, 17007.2, 4
1.97386e+09, 17116.8, 4
2.13663e+09, 16159.8, 4
1.91253e+09, 15379.2, 4
2.03383e+09, 16075.2, 4
1.89981e+09, 16234.2, 4
1.94628e+09, 17054.5, 4
2.06769e+09, 16498.3, 4
1.81433e+09, 15322, 4
1.89251e+09, 16305.4, 4
2.07888e+09, 15756.6, 4
1.93198e+09, 16199, 4
1.85403e+09, 15596.3, 4
1.75981e+09, 16423.7, 4
1.92012e+09, 16753.9, 4
1.70002e+09, 16589.1, 4
1.78657e+09, 16640.1, 4
1.63527e+09, 16250.2, 4
2.11918e+09, 18294.2, 5
2.14808e+09, 17761.1, 5
2.29395e+09, 18509.4, 5
2.01921e+09, 18679.7, 5
2.15713e+09, 17473, 5
2.11216e+09, 17422.6, 5
2.20596e+09, 18404, 5
2.3838e+09, 16955.1, 5
2.23328e+09, 17933.4, 5
2.06038e+09, 17807.1, 5
2.24234e+09, 18136.2, 5
2.26583e+09, 18479.9, 5
2.22831e+09, 18043.1, 5
2.26528e+09, 18441.3, 5
2.49571e+09, 18423.6, 5
2.24261e+09, 18566, 5
2.27716e+09, 17764.2, 5
2.26365e+09, 17412.9, 5
2.06537e+09, 17505.2, 5
2.21371e+09, 17560.7, 5
2.23723e+09, 17800, 5
2.34781e+09, 18400.9, 5
2.33138e+09, 17704.8, 5
2.28873e+09, 18433.3, 5
2.06805e+09, 17754.4, 5
2.31128e+09, 18106.4, 5
2.06233e+09, 18181.1, 5
2.44632e+09, 18121.8, 5
2.20238e+09, 17163.4, 5
2.27982e+09, 17483.9, 5
2.20655e+09, 18074.8, 6
2.55534e+09, 19719.5, 6
2.45973e+09, 18766, 6
2.55614e+09, 20400.8, 6
2.49767e+09, 19913.8, 6
2.66281e+09, 19181, 6
2.12183e+09, 19592.3, 6
2.60723e+09, 18408.5, 6
2.5352e+09, 18946.9, 6
2.47372e+09, 18850.1, 6
2.5351e+09, 19202.3, 6
2.33751e+09, 18717.1, 6
2.44228e+09, 18873.5, 6
2.60122e+09, 18889.9, 6
2.39035e+09, 18852.8, 6
2.441e+09, 20215.8, 6
2.38223e+09, 20030.9, 6
2.79686e+09, 19588.4, 6
2.45722e+09, 19803, 6
2.63111e+09, 18960.5, 6
2.45524e+09, 20078.5, 6
2.40328e+09, 19020.1, 6
2.54191e+09, 19696.4, 6
2.46227e+09, 19698, 6
2.45113e+09, 19156.4, 6
2.48717e+09, 19915.1, 6
2.46072e+09, 20053.2, 6
3.26729e+09, 19548.1, 6
2.38747e+09, 20203.6, 6
2.2965e+09, 20034.1, 6
2.61729e+09, 20402.7, 7
2.44681e+09, 21197.7, 7
2.49029e+09, 20753, 7
2.69353e+09, 20364.6, 7
2.79781e+09, 20753.8, 7
2.62839e+09, 20240.8, 7
2.90289e+09, 19223.5, 7
2.69146e+09, 20965.6, 7
2.7035e+09, 21703.9, 7
2.55969e+09, 20299.4, 7
2.71225e+09, 21653.3, 7
2.6834e+09, 20559.6, 7
2.67749e+09, 20634, 7
2.60129e+09, 20272.6, 7
2.57017e+09, 21674.7, 7
2.57085e+09, 20074.9, 7
2.90059e+09, 21034.4, 7
2.63639e+09, 21292, 7
2.68365e+09, 20420.4, 7
2.52253e+09, 19640.3, 7
2.47985e+09, 20427.7, 7
2.95514e+09, 21120.1, 7
2.57506e+09, 21068.6, 7
2.60392e+09, 21917.9, 7
2.63106e+09, 21028.6, 7
2.66859e+09, 20250.5, 7
2.96371e+09, 20568.3, 7
2.76019e+09, 20748.8, 7
2.44273e+09, 20098.4, 7
2.87177e+09, 20754, 7
2.92418e+09, 22301.5, 8
2.95641e+09, 22603.9, 8
2.68602e+09, 22349.4, 8
2.7429e+09, 21385.4, 8
2.86032e+09, 21718.4, 8
2.64403e+09, 22438.8, 8
2.81681e+09, 22463.5, 8
2.83554e+09, 21914.4, 8
2.69329e+09, 22107.3, 8
2.77459e+09, 21504.2, 8
2.7499e+09, 21590.7, 8
2.86709e+09, 22425.5, 8
2.87659e+09, 21067, 8
2.7795e+09, 21969.4, 8
2.8692e+09, 22083.1, 8
2.88812e+09, 21407.5, 8
2.73565e+09, 22348.2, 8
2.85412e+09, 21986.2, 8
2.94735e+09, 22356.8, 8
2.56792e+09, 22628.3, 8
2.72224e+09, 20959.6, 8
2.72838e+09, 21879.2, 8
2.82569e+09, 21923.2, 8
2.71423e+09, 22563.2, 8
2.86553e+09, 23577.6, 8
2.93347e+09, 22675.4, 8
2.85836e+09, 22153.2, 8
2.64953e+09, 21321.9, 8
2.71558e+09, 22231.7, 8
3.05738e+09, 20952, 8
3.45275e+09, 22175.2, 9
2.80863e+09, 22508.8, 9
2.88868e+09, 23355.9, 9
2.90193e+09, 23776.6, 9
3.12117e+09, 22164.4, 9
3.07155e+09, 23399.6, 9
3.14245e+09, 23817.7, 9
3.2981e+09, 23546.6, 9
2.81147e+09, 22697.3, 9
3.31616e+09, 23482.7, 9
2.98754e+09, 21843.6, 9
3.21919e+09, 23848.9, 9
3.07708e+09, 23653.8, 9
2.87518e+09, 22902, 9
3.07252e+09, 22960.1, 9
3.03702e+09, 22184.2, 9
3.14063e+09, 23071.6, 9
2.84855e+09, 22708.4, 9
2.96594e+09, 23414.9, 9
2.92145e+09, 22777.4, 9
3.04779e+09, 23994.1, 9
3.07255e+09, 23369.3, 9
2.92491e+09, 23390.2, 9
3.15976e+09, 22944.5, 9
3.10892e+09, 22152.9, 9
2.86103e+09, 22575.4, 9
2.97552e+09, 20902.1, 9
2.94582e+09, 23170.2, 9
2.99807e+09, 23099.4, 9
2.90975e+09, 22183.7, 9
2.98688e+09, 24081.1, 10
3.14109e+09, 23529.4, 10
3.2892e+09, 24583, 10
3.51884e+09, 24890.8, 10
3.04501e+09, 23804.1, 10
3.25169e+09, 24757.6, 10
3.24204e+09, 23519.1, 10
3.26742e+09, 24040.9, 10
3.274e+09, 23825.6, 10
3.12166e+09, 24081, 10
3.2213e+09, 22564, 10
2.95415e+09, 23461.3, 10
3.26717e+09, 23924.4, 10
3.11296e+09, 24681.8, 10
3.69541e+09, 23279, 10
3.26485e+09, 24427.5, 10
3.16956e+09, 23719, 10
3.16394e+09, 25032.2, 10
3.33225e+09, 24028.2, 10
3.21689e+09, 24944.5, 10
3.06548e+09, 23643, 10
3.23207e+09, 23731.6, 10
2.97637e+09, 23762.6, 10
